account.licenseNumber;account.name;listing.address.city;listing.address.country;listing.address.street;listing.title
17869-J-SP;ADIMARI IMOVEIS LTDA;São Paulo;BR;Rua Francisco de Vitória;São Paulo - Apartamento Padrão - Chácara Klabin
86402-F-SP;Neto Junior Consultoria Imobiliária;São Paulo;BR;Rua Nova York;São Paulo - Apartamento Padrão - Brooklin
14410-F-RJ;MARILIA CARVALHO AZZI;Rio de Janeiro;BR;Rua Senador Vergueiro;Apartamento para aluguel tem 89 metros quadrados com 3 quartos em Flamengo - Rio de Janeiro - RJ
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua Princesa Isabel;São Carlos - Padrão - Jardim Paraíso
04757-J-RJ;WMARTINS GESTÃO IMOBILIÁRIA;Rio de Janeiro;BR;Avenida General Felicíssimo Cardoso;Apartamento de 84 metros quadrados no bairro Barra da Tijuca com 2 quartos
normal;Douglas Varreira;Porto Alegre;BR;normal;03 Dormitórios no Cristo Redentor
02463-J-SP;KOYAMA IMOVEIS;São Paulo;BR;Avenida Miguel Estefno;São Paulo - Apartamento Padrão - Saúde
19828-J-SP;FN Patrimonial;São Paulo;BR;Rua Pensilvânia;São Paulo - Apartamento Padrão - Brooklin
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Leopoldo;BR;Rua João Streit;São Leopoldo - Apartamento Padrão - Scharlau
08391-J-SP;Invest Negócios Imobiliários LTDA;São José dos Campos;BR;normal;São José dos Campos - Apartamento Padrão - Jardim Aquarius
029987-F-RJ;Sueli Aparecida Covre;Rio de Janeiro;BR;Rua das Laranjeiras;Apartamento para aluguel possui 40 metros quadrados com 1 quarto
02392-J-MG;PROLAR NETIMOVEIS MANGABEIRAS;Belo Horizonte;BR;Rua Bicas;Belo Horizonte - Apartamento Padrão - Sagrada Família
07302-J-RJ;LIDER IMOVEIS NEGOCIOS IMOBILIARIOS LTDA ME;Cabo Frio;BR;Rua Francisco Paranhos;Apartamento de 70 metros quadrados no bairro Algodoal com 1 quarto
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Santa Maria;São Paulo - Apartamento Padrão - Tatuapé
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Avenida Prefeito Dulcídio Cardoso;Rio de Janeiro - Apartamento Padrão - Barra da Tijuca
19578-J-SP;MARENGO IMOVEIS LTDA. - ME;São Paulo;BR;Rua Serra de Bragança;São Paulo - Apartamento Padrão - Vila Gomes Cardim
04149-J-MG;APACHE PONTE NOVA;Viçosa;BR;normal;Viçosa - Apartamento Padrão - Centro
29427-J-SP;OPEN NEGOCIOS IMOBILIARIOS;Santo André;BR;Rua Almirante Tamandaré;Santo André - Apartamento Padrão - Centro
23241-J-SP;LOPES INVEST HOUSE - AUTODROMO;São Paulo;BR;Rua Moliére;São Paulo - Apartamento Padrão - JARDIM MARAJOARA
03366-J-MG;Valore Imóveis;Belo Horizonte;BR;Rua Francisco Deslandes;BELO HORIZONTE - Apartamento Padrão - Anchieta
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Kaneda;São Paulo - Apartamento Padrão - Vila Maria
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Cidade Nova
168895-F-SP;THIAGO CHODRAUI ARAUJO DE VASCONCELLOS;Ribeirão Preto;BR;normal;Apartamento residencial à venda, Planalto Verde, Ribeirão Preto.
normal;Grupo MA Imoveis;Rio de Janeiro;BR;Praça Telê Santana;Apartamento de 120 metros quadrados no bairro Barra da Tijuca com 2 quartos
97833-J-SP;G2F Especialista em Imóveis;Campinas;BR;normal;Campinas - Apartamento Padrão - Loteamento Parque São Martinho
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Canoas;BR;Rua Aurora;Canoas - Apartamento Padrão - Marechal Rondon
02010-J-SC;ANDREA CARDOSO COM DE IMOVEIS LTDA;Florianópolis;BR;Rua Esteves Júnior;FLORIANOPOLIS - Apartamento Padrão - CENTRO
27231-J-SP;Souza Silva Imóveis;São Bernardo do Campo;BR;Rua Wenceslau Brás;SÃO BERNARDO DO CAMPO - Apartamento Padrão - CENTRO
02696-J-PR;PEREZ EMPREENDIMENTOS IMOBILIARIOS S/S LTDA;Londrina;BR;normal;LONDRINA - Apartamento Padrão - GLEBA PALHANO
080225-F-SP;Pleno Imóveis - Nova Campinas;Campinas;BR;normal;Campinas - Apartamento Padrão - Galleria
20756-J-SP;Ozanan Imóveis;São Paulo;BR;Rua Comendador Gabriel Cotti;São Paulo - Apartamento Padrão - Vila Pereira Barreto
005093-J-RJ;Aba Administradora de Bens LTDA - ME;Rio de Janeiro;BR;Rua Marechal Mascarenhas de Morais;Apartamento Indevassavel Rua Marechal Mascarenhas de Morais
23643-J-SP;Piccoloto Imóveis;Campinas;BR;Rua Barão de Ataliba;Campinas - Apartamento Padrão - Cambui
29076-J-SP;DUT PRIME IMÓVEIS;Campinas;BR;normal;Campinas - Apartamento Padrão - Cambuí
23643-J-SP;Piccoloto Imóveis;Campinas;BR;Rua Barão de Ataliba;Campinas - Apartamento Padrão - Cambui
29896-J-SP;Eurico Negócios Imobiliários;Valinhos;BR;normal;VALINHOS - Apartamento Padrão - Residencial Colina Verde
16505-J-SP;CONCEPT IMOVEIS LTDA;Suzano;BR;Rua Barão do Rio Branco;Suzano - Apartamento Padrão - Centro
02247-J-RJ;EXPAN IMOVEIS LTDA;Rio de Janeiro;BR;Rua Tonelero;Rio de Janeiro - Apartamento Padrão - Copacabana
22671-J-SP;BONON e AMARAL IMÓVEIS;Campinas;BR;normal;Campinas - Apartamento Padrão - Mansões Santo Antônio
83930-F-SP;Mar & Cia;Guarujá;BR;Rua Costa Esmeralda;Apartamento com 3 dormitórios para alugar, 110 m² por 3.500,00/mês - Praia das Astúrias - Guarujá
077071-F-RJ;Diogo Wolf Figueiredo;Rio de Janeiro;BR;Rua Coronel Paulo Malta Rezende;Apartamento para aluguel tem 65 metros quadrados com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Sá Ferreira;Rio de Janeiro - Apartamento Padrão - Copacabana
normal;MARCUS VINICIUS FERNANDES CAMPOS;Rio de Janeiro;BR;Avenida Lúcio Costa;Apartamento para aluguel com 86 metros quadrados com 2 quartos
03142-J-MG;Vianova Netimóveis;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Cidade Nova
00039-J-RS;Credito Real Imóveis Aluguéis;Porto Alegre;BR;Rua Dea Coufal;PORTO ALEGRE - Apartamento padrão - IPANEMA
30338-J-SP;PINHEIRO IMÓVEIS VENDAS ACESSORIA E ADMINISTRAÇÃO LTDA;São Bernardo do Campo;BR;Rua Engenheiro Isaac Garcêz;SÃO BERNARDO DO CAMPO - Apartamento Padrão - RUDGE RAMOS
21592-J-SP;Dalton Gonçales Empreendimentos Imobiliários;Indaiatuba;BR;normal;INDAIATUBA - Apartamento Padrão - CIDADE NOVA I
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Santo Antônio;São Paulo - Apartamento Padrão - Bela Vista
07613-F-RS;VARGAS DE ALMEIDA ADMINISTRAÇÃO DE IMÓVEIS;Porto Alegre;BR;Rua Doutor Campos Velho;Apartamento de 73 metros quadrados no bairro Cristal com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Professor Azevedo Marques;Rio de Janeiro - Apartamento Padrão - Leblon
29139-J-SP;TRIUNFAI IMÓVEIS;Sorocaba;BR;normal;Sorocaba - Apartamento Padrão - Edificio Quality Place
23192-J-RS;WALLAU & BESKOW EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;Novo Hamburgo;BR;Rua Caeté;Novo Hamburgo - Apartamento Padrão - Vila Rosa
51719-F-RJ;Dra. Ana Brigido;Rio de Janeiro;BR;Rua Barata Ribeiro;Copacabana- Quarto e sala e depedencia
23030-F-SP;Compare Imobiliária.;Guarulhos;BR;Rua Oboé;Guarulhos - Apartamento Padrão - Vila Nossa Senhora de Fátima
normal;REDE MORAR IMÓVEIS;Rio de Janeiro;BR;Avenida Lúcio Costa;Apartamento 3 quartos para vender ou alugar na Avenida Lucio Costa, Barra da Tijuca
03921-J-RJ;DELNIK IMOBILIARIA;Rio de Janeiro;BR;Avenida Henrique Dodsworth;Rio de Janeiro - Apartamento Padrão - Copacabana
22461-J-SP;FMS IMOVEIS;São Paulo;BR;Alameda Lorena;São Paulo - Apartamento Padrão - Jardim Paulista
22461-J-SP;FMS IMOVEIS;São Paulo;BR;Rua Nova York;São Paulo - Apartamento Padrão - Cidade Monções
normal;BRUNO SILVA DA SILVEIRA;Niterói;BR;Rua Professor Hernani Melo;Niterói - Apartamento Padrão - São Domingos
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua Miguel Giometti;São Carlos - Padrão - Vila Arnaldo
07302-J-RJ;LIDER IMOVEIS NEGOCIOS IMOBILIARIOS LTDA ME;Cabo Frio;BR;Rua Inglaterra;Apartamento de 90 metros quadrados no bairro Jardim Flamboyant com 2 quartos
32733-J-SP;BBZ IMÓVEIS;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Jardim das Perdizes
19578-J-SP;MARENGO IMOVEIS LTDA. - ME;São Paulo;BR;Rua Maria Otília;São Paulo - Apartamento Padrão - Vila Regente Feijó
normal;AUXILIADORA PREDIAL - ALUGUÉIS MENINO DEUS;Porto Alegre;BR;Rua Dom Vital;Porto Alegre - Apartamento Padrão - Glória
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Novo Hamburgo;BR;Rua Getúlio Borges da Fonseca;Novo Hamburgo - Apartamento Padrão - Operário
04177-J-PR;Imobiliaria Prates LTDA;Curitiba;BR;Avenida Visconde de Guarapuava;CURITIBA - Apartamento Padrão - Centro
04952-J-RN;DWBrasil Imóveis LTDA ME;Natal;BR;Rua Santo Onofre;Apartamento com 2 dormitórios à venda, 67 m² por 120.000 - Planalto - Natal/RN
09842-J-SP;CMB IMOVEIS E ADMINISTRACAO CONDOMINIAL LTDA.;Campinas;BR;Rua Santa Cruz;CAMPINAS - Apartamento Padrão - CAMBUÍ
0000-J-RJ;Imobiliária Staff;Cabo Frio;BR;Avenida Litorânea;Cabo Frio - Apartamento Padrão - Praia do Forte
015908-J-SP;JAIME ADMINISTRACAO DE BENS E CONDOMINIOS LTDA;São Paulo;BR;Rua Olímpia de Almeida Prado;São Paulo - Apartamento Padrão - Barra Funda
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Riachuelo;Campinas - Apartamento Padrão - Centro
32539-J-SP;Imobiliária Casa do Barão;Itu;BR;Rua Jair Capelato;Venda ou locação no Maktub Exclusive, em Itu!
30338-J-SP;PINHEIRO IMÓVEIS VENDAS ACESSORIA E ADMINISTRAÇÃO LTDA;São Bernardo do Campo;BR;Avenida Senador Vergueiro;SÃO BERNARDO DO CAMPO - Apartamento Padrão - RUDGE RAMOS
normal;Brognoli Digital;Florianópolis;BR;Avenida Governador Jorge Lacerda;FLORIANÓPOLIS - Apartamento Padrão - COSTEIRA DO PIRAJUBAÉ
normal;UP ESTATE IMÓVEIS;Belo Horizonte;BR;Rua Itapemirim;Belo Horizonte - Apartamento Padrão - Serra
54481-F-RJ;Império Consultoria Imobiliária;Rio de Janeiro;BR;Estrada Benvindo de Novaes;Excelente Apartamento de 3 quartos no Sublime
02247-J-RJ;EXPAN IMOVEIS LTDA;Rio de Janeiro;BR;Avenida Prefeito Dulcídio Cardoso;Rio de Janeiro - Apartamento Padrão - Barra da Tijuca
normal;Grupo Confiança Affonso;Rio de Janeiro;BR;Estrada dos Bandeirantes;Apartamento c/ 1 quarto em condomínio fechado - Merck
005681-J-RJ;Vilhena Imobiliária Freguesia;Rio de Janeiro;BR;Estrada Capenha;Rio de Janeiro - Apartamento Padrão - FREGUESIA
00769-J-SP;ROSSI IMÓVEIS;São Paulo;BR;Rua João Antônio de Oliveira;São Paulo - Apartamento Padrão - Mooca
175791-F-SP;Brito Negócios Imobiliários;São Paulo;BR;normal;SÃO PAULO - Apartamento Padrão - SANTA TERESINHA
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Doutor Antônio da Costa Carvalho;Campinas - Apartamento Padrão - Cambuí
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Rua Santa Izabel;Guarulhos - Apartamento Padrão - Vila Augusta
16924-J-SP;DOKTER IMOVEIS EIRELI - ME;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Sítio Morro Grande
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Piraquara;São Paulo - Apartamento Padrão - Artur Alvim
88702-J-SP;JOB SERVICOS DE MARKETING IMOBILIARIO LTDA;São Bernardo do Campo;BR;Rua Municipal;São Bernardo do Campo - Apartamento Padrão - Centro
25949-J-SP;NSK3 NEGÓCIOS IMOBILIÁRIOS LTDA;São Paulo;BR;Rua Pamplona;São Paulo - Apartamento Padrão - Cerqueira César
86402-F-SP;Neto Junior Consultoria Imobiliária;São Paulo;BR;Rua Nova York;São Paulo - Apartamento Padrão - Brooklin
normal;SELAIMEN IMOVEIS LTDA;Porto Alegre;BR;Rua Dona Leopoldina;Apartamento de 85 metros quadrados no bairro São João com 2 quartos
004772-J-RJ;IMOBILIARIA FERNANDO & FERNANDES LTDA;Rio de Janeiro;BR;Rua Doutor Bulhões;Rua Doutor Bulhões, 893 Ap 403
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Joaquim Roseira;São Paulo - Apartamento Padrão - Portal do Morumbi
26206-J-SP;MODELO GESTAO IMOBILIARIA LTDA;Piracicaba;BR;normal;Apartamento de 54 metros quadrados no bairro Nova América com 2 quartos
16505-J-SP;CONCEPT IMOVEIS LTDA;Suzano;BR;Estrada dos Fernandes;Suzano - Apartamento Padrão - Parque Santa Rosa
02061-J-SP;IMOBILIÁRIA NOVA SÃO PAULO;Diadema;BR;normal;Diadema - Apartamento Padrão - Centro
04623-J-MG;VENDA NOVA IMOVEIS EIRELLI ME;Vespasiano;BR;Avenida Serra das Palmeiras;Vespasiano - Apartamento Padrão - Chácara Das Laranjeiras
25225-J-SP;Remax City Jundiaí;Jundiaí;BR;normal;Jundiaí - Apartamento Padrão - Vila Hortolândia
27094-J-SP;Imobiliaria Rodrigues Atibaia Ltda;Atibaia;BR;Avenida Major Alvim;Apartamento locação 2 quartos, Alvinópolis Atibaia
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Cachoeri;São Paulo - Apartamento Padrão - Vila Santa Clara
00039-J-RS;Credito Real Imóveis Aluguéis;Porto Alegre;BR;Rua Wolfram Metzler;PORTO ALEGRE - Apartamento padrão - RUBEM BERTA
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Otávio Machado;Campinas - Apartamento Padrão - Taquaral
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Professor Luiz Cantanhede;Rio de Janeiro - Apartamento Padrão - Laranjeiras
00769-J-SP;ROSSI IMÓVEIS;São Paulo;BR;Rua Florianópolis;São Paulo - Apartamento Padrão - Mooca
20728-J-SP;D. LANGE IMÓVEIS;Campinas;BR;Rua Coronel Francisco Andrade Coutinho;Campinas - Apartamento Padrão - Cambuí
6323-J-RJ;HOUSES IMÓVEIS;Rio de Janeiro;BR;Avenida Jornalista Ricardo Marinho;Rio de Janeiro - Apartamento Padrão - Barra da Tijuca
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Rua Germânia;Campinas - Apartamento Padrão - Bonfim
09544-J-SP;IMOVEIS VILLANI;São José dos Campos;BR;Rua Jesus Garcia;São José dos Campos - Apartamento Padrão - Jardim Aquarius
81511-F-SP;David Junior Imóveis;Sorocaba;BR;normal;Sorocaba - Apartamento Padrão - Condomínio Villa Sunset
30806-F-RS;MARCELO DALCIN;Porto Alegre;BR;Rua General João Telles;Apartamento 2 dormitórios c/72 metros quadrados no bairro Bom Fim com 2 quartos
03132-J-MG;Anuar Donato Consultoria Imobiliária;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Funcionários
19162-F-RS;CONECTA IMOBILIÁRIA;Porto Alegre;BR;Rua Irmã Teresilda Steffen;Porto Alegre - Apartamento Padrão - Protásio Alves
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Clélia;São Paulo - Apartamento Padrão - Vila Pompéia
031736-J-SP;Barão Imóveis  de Jundiaí Ltda;Jundiaí;BR;Rua João Victor Atisani;Jundiaí - Apartamento Padrão - Jardim Tamoio
25038-J-SP;Lopes Vitória Garden;São Paulo;BR;Rua Ministro Ferreira Alves;São Paulo - Apartamento Padrão - PERDIZES
26004-J-SP;RGL IMOVEIS;Santos;BR;Rua Doutor Egydio Martins;Santos - Apartamento Padrão - Ponta da Praia
20079-J-SP;GRANDE ESTILO CORRETORA DE IMÓVEIS E SEGUROS LTDA;Santos;BR;Avenida General Francisco Glicério;Santos - Apartamento Padrão - Pompéia
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Santos Dumont;Campinas - Apartamento Padrão - Cambuí
02696-J-PR;PEREZ EMPREENDIMENTOS IMOBILIARIOS S/S LTDA;Londrina;BR;normal;Apartamento de 45 metros quadrados no bairro Lagoa Dourada com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Avenida Princesa D'Oeste;Campinas - Apartamento Padrão - Proença
05319-J-RJ;SELF ADM;Niterói;BR;Estrada Caetano Monteiro;Niterói - Apartamento Padrão - Maria Paula
21893-J-SP;Pleno Imóveis Filial;Campinas;BR;Avenida Francisco Glicério;apartamento - Centro - Campinas
00039-J-RS;Credito Real Imóveis Aluguéis;Caxias do Sul;BR;Rua Pedro Giacomet;Apartamento de 53 metros quadrados no bairro Bela Vista com 2 quartos
033039-J-SP;PREVELATO CORRETORA E SERVICOS IMOBILIARIOS LTDA;Diadema;BR;normal;Diadema - Apartamento Padrão - Centro
164873-F-SP;CREONE DA SILVA SOARES;Barueri;BR;Alameda Grajaú;Barueri - Apartamento Padrão - Alphaville Industrial
normal;ICCI Imoveis;Rio de Janeiro;BR;Rua Bauhíneas da Península;Apartamento de 80 metros quadrados no bairro Península com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Francisco de Barros Filho;Campinas - Apartamento Padrão - Barão Geraldo - Centro
144440-F-SP;Otaviano;São Paulo;BR;Rua Augusta;Studio de 35m² mobiliado completo 1 vaga de garagem - Consolação - São Paulo
02061-J-SP;IMOBILÁRIA NOVA SÃO PAULO MOEMA;São Paulo;BR;Avenida Aratãs;São Paulo - Apartamento Padrão - Moema
013388-J-SP;A R SANTIAGO CONSULTORIA DE IMOVEIS LTDA - ME;Campinas;BR;Rua Carlos Kaysel;Campinas - Apartamento Padrão - Cambuí
normal;BRUNO SILVA DA SILVEIRA;Niterói;BR;Rua Professor Hernani Melo;Niterói - Apartamento Padrão - São Domingos
normal;BRUNO SILVA DA SILVEIRA;Niterói;BR;Rua Professor Hernani Melo;Niterói - Apartamento Padrão - São Domingos
95960-F-SP;G.Franco Imóveis;São Paulo;BR;normal;Apartamento de 94 metros quadrados no bairro Vila Mascote com 3 quartos
07302-J-RJ;LIDER IMOVEIS NEGOCIOS IMOBILIARIOS LTDA ME;Cabo Frio;BR;Rua Inglaterra;Apartamento de 90 metros quadrados no bairro Jardim Flamboyant com 2 quartos
131313-J-SP;Live Here Serviços Imobiliários;Sorocaba;BR;Rua Catanduva;Sorocaba - Padrão - Vila Progresso
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Novo Hamburgo;BR;Rua Getúlio Borges da Fonseca;Novo Hamburgo - Apartamento Padrão - Operário
04177-J-PR;Imobiliaria Prates LTDA;Curitiba;BR;Avenida Visconde de Guarapuava;CURITIBA - Apartamento Padrão - Centro
04952-J-RN;DWBrasil Imóveis LTDA ME;Natal;BR;Rua Santo Onofre;Apartamento com 2 dormitórios à venda, 67 m² por 120.000 - Planalto - Natal/RN
21597-J-RS;PARK ASSESSORIA IMOBILIARIA LTDA - EPP;Porto Alegre;BR;Rua Coronel Jaime da Costa Pereira;PORTO ALEGRE - Apartamento Padrão - PARTENON
30338-J-SP;PINHEIRO IMÓVEIS VENDAS ACESSORIA E ADMINISTRAÇÃO LTDA;São Bernardo do Campo;BR;Avenida Senador Vergueiro;SÃO BERNARDO DO CAMPO - Apartamento Padrão - RUDGE RAMOS
01523-J-PR;IMOBILIÁRIA TANTUS;Curitiba;BR;Rua Francisco Derosso;Curitiba - Apartamento Padrão - Xaxim
00390-J-SC;Ibagy Imóveis Ltda;Palhoça;BR;Rua João Manoel de Jesus;PALHOçA - Apartamento Padrão - Nova Palhoça
02247-J-RJ;EXPAN IMOVEIS LTDA;Rio de Janeiro;BR;Avenida Prefeito Dulcídio Cardoso;Rio de Janeiro - Apartamento Padrão - Barra da Tijuca
04149-J-MG;APACHE PONTE NOVA;Viçosa;BR;Rua Liberdade;Viçosa - Apartamento Padrão - Liberdade
07302-J-RJ;LIDER IMOVEIS NEGOCIOS IMOBILIARIOS LTDA ME;Cabo Frio;BR;Rua Antônio Feliciano de Almeida;Apartamento de 75 metros quadrados no bairro Passagem com 1 quarto
normal;Gesoel Mendes Imóveis;Curitiba;BR;Rua Alberto Folloni;CURITIBA - Apartamento Padrão - JUVEVÊ
26185-J-SP;Salu Imóveis;Sorocaba;BR;Rua João Maria de Camargo;Sorocaba - Apartamento Padrão - Chácaras Reunidas São Jorge
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Monte Alegre;São Paulo - Apartamento Padrão - Perdizes
34599-J-SP;Doma Imobiliária;Americana;BR;normal;Americana - Apartamento Padrão - Jardim Colina
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Parque Senhor do Bonfim
22461-J-SP;FMS IMOVEIS;São Paulo;BR;Rua Nova York;São Paulo - Apartamento Padrão - Brooklin Paulista
27854-J-SP;Jardins&Co. imóveis;São Paulo;BR;Rua Bela Cintra;São Paulo - Apartamento Padrão - Jardim América
26567-J-SP;Bamberg Imóveis únicos;São Paulo;BR;Avenida Lavandisca;São Paulo - Apartamento Padrão - Moema
31762-J-SP;ImmobiHaus;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Alto da Boa Vista
normal;BRUNO SILVA DA SILVEIRA;Niterói;BR;Rua Mariz e Barros;Niterói - Apartamento Padrão - Icaraí
23669-J-SP;FORTUNA IMÓVEIS;São Paulo;BR;Rua das Rosas;SÃO PAULO - Apartamento Padrão - MIRANDÓPOLIS
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Avenida Rui Barbosa;Rio de Janeiro - Apartamento Padrão - Flamengo
15265-F-PR;NEUSA KUTINSKAS;Curitiba;BR;Rua Professor Pedro Viriato Parigot de Souza;Curitiba - Apartamento Padrão - Ecoville
02840-J-MG;Universal Imóveis;Juiz de Fora;BR;Rua Guacuí;Juiz de Fora - Apartamento Padrão - São Mateus
35861-F-RJ;DENNIS IMÓVEIS;Rio de Janeiro;BR;Rua Sorocaba;BOTAFOGO 3 QTOS COM DEPENDÊNCIA E 2 VAGAS.
05805-J-PR;EXCLUSIVA NEGÓCIOS IMOBILIÁRIOS LTDA - ME;Londrina;BR;normal;Apartamento com 3 dormitórios para alugar, 70 m² - Terra Bonita - Londrina/PR
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Tuiuti;São Paulo - Apartamento Padrão - Tatuapé
normal;RN DIAS IMÓVEIS;Rio de Janeiro;BR;Avenida Epitácio Pessoa;Apartamento de 230 metros quadrados no bairro Lagoa com 3 Quartos
006553-J-RJ;Oitavo Imoveis;Macaé;BR;normal;Macaé - Apartamento Padrão - São Marcos
normal;Nayara Moraes;Conselheiro Lafaiete;BR;normal;Conselheiro Lafaiete - Apartamento Padrão - Cachoeira
29339-J-SP;ADMPLAN IMOVEIS ADMINISTRACAO E PART EM NEGOCIOS IMOB LTDA.;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Sacomã
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Jardim Paulista
041348-F-RJ;Monallisa Imóveis - CJ 5668;Rio de Janeiro;BR;Avenida Cláudio Besserman Vianna;Apartamento para aluguel com 44 metros quadrados com 1 quarto em Jacarepaguá - Rio de Janeiro - RJ
095083-F-SP;Foco Soluções Imobiliarias Ltda Me;Guarulhos;BR;Rua Alberto Hinoto Bento;Guarulhos - Apartamento Padrão - Macedo
03751-J-PR;Basi Assessoria Imobiliária;Curitiba;BR;Rua Almirante Tamandaré;Apartamento com 1 quarto para alugar por 1400.00, 33.41 m2 - ALTO DA RUA XV - CURITIBA/PR
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Avenida Anchieta;Campinas - Apartamento Padrão - Cambuí
29839-J-SP;RUMO EMPREENDIMENTOS IMOBILIARIOS LTDA - EPP;Campinas;BR;normal;Apartamento de 100 metros quadrados no bairro Jardim Proença I com 3 quartos
27466-J-SP;ISF IMÓVEIS;São Paulo;BR;Rua Manuel Henrique Lopes;São Paulo - Apartamento Padrão - Pinheiros
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Avenida José Luiz Ferraz;Rio de Janeiro - Apartamento Padrão - Recreio
23030-F-SP;Compare Imobiliária.;Guarulhos;BR;Avenida Martins Júnior;Guarulhos - Apartamento Padrão - Jardim Bela Vista
05172-J-SP;IMOBILIARIA NOVO PORTO SEGURO LTDA - EPP;São Paulo;BR;normal;SãO PAULO - Apartamento Padrão - Jaçanã
